registry,num,table_no,row_no,title,folder,original_url,target_dir
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,142,18,19,"О внесении изменений в добровольный перечень к Федеральному закону № 384-ФЗ
Приказ Росстандарта от 17.04.2019 № 831",05_БАЗА_ЗНАНИЙ\02_ОБЯЗАТЕЛЬНЫЕ_ТЕХНИЧЕСКИЕ_ТРЕБОВАНИЯ\03_ПЕРЕЧНИ_СТАНДАРТОВ_И_СВОДОВ_ПРАВИЛ\Исторические\Изменения,https://www.rst.gov.ru/portal/gost/home/standarts/technicalregulationses,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\02_ОБЯЗАТЕЛЬНЫЕ_ТЕХНИЧЕСКИЕ_ТРЕБОВАНИЯ\03_ПЕРЕЧНИ_СТАНДАРТОВ_И_СВОДОВ_ПРАВИЛ\Исторические\Изменения
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,144,18,21,"Об утверждении требований к формату электронных документов, представляемых для проведения государственной экспертизы проектной документации и результатов инженерных изысканий
Приказ Минстроя России от 12.05.2017 № 783/пр",05_БАЗА_ЗНАНИЙ\01_ЗАКОНОДАТЕЛЬСТВО\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Минстрой\Проектная_документация\Электронный_формат,https://minstroyrf.gov.ru/docs/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\01_ЗАКОНОДАТЕЛЬСТВО\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Минстрой\Проектная_документация\Электронный_формат
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,160,18,37,"Об утверждении перечня индикаторов риска нарушения обязательных требований по федеральному государственному строительному надзору
Приказ Минстроя России от 21.12.2021 № 979/пр",05_БАЗА_ЗНАНИЙ\01_ЗАКОНОДАТЕЛЬСТВО\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Минстрой\Государственный_строительный_надзор\Индикаторы_риска,https://minstroyrf.gov.ru/docs/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\01_ЗАКОНОДАТЕЛЬСТВО\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Минстрой\Государственный_строительный_надзор\Индикаторы_риска
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,169,19,4,"Официальный сайт Минстроя России — документы
Раздел документов Минстроя России",05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой,https://minstroyrf.gov.ru/docs/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,171,19,6,"Официальный сайт Росстандарта
rst.gov.ru",05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Росстандарт,https://www.rst.gov.ru/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Росстандарт
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,173,19,8,"Федеральный реестр нормативных документов Минстроя
Официальная выгрузка/реестр Минстроя",05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой,https://www.minstroyrf.gov.ru/trades/gradostroitelnaya-deyatelnost-i-arhitektura/reestr-dokumentov/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,174,19,9,"Официальный реестр требований в области инженерных изысканий, проектирования, строительства, эксплуатации и сноса",05_БАЗА_ЗНАНИЙ\02_ОБЯЗАТЕЛЬНЫЕ_ТЕХНИЧЕСКИЕ_ТРЕБОВАНИЯ\04_РЕЕСТР_ТРЕБОВАНИЙ_МИНСТРОЯ,https://www.minstroyrf.gov.ru/trades/gradostroitelnaya-deyatelnost-i-arhitektura/reestr-dokumentov/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\02_ОБЯЗАТЕЛЬНЫЕ_ТЕХНИЧЕСКИЕ_ТРЕБОВАНИЯ\04_РЕЕСТР_ТРЕБОВАНИЙ_МИНСТРОЯ
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,176,19,11,Официальный раздел Росстандарта по техническим регламентам и перечням стандартов,05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Росстандарт\Перечни,https://www.rst.gov.ru/portal/gost/home/standarts/technicalregulationses,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Росстандарт\Перечни
Реестр_документов_Этап_2_Общая_нормативная_основа_строительства_v1.3.docx,179,19,14,Официальные XML-схемы документов и информационной модели Минстроя России,05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой\XML_схемы,https://minstroyrf.gov.ru/,1Рабочие материалы\05_БАЗА_ЗНАНИЙ\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники\Минстрой\XML_схемы
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,14,5,3,СП 13-102-2003 «Правила обследования несущих строительных конструкций зданий и сооружений»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Обследование,https://protect.gost.ru/search.aspx?search=%D0%A1%D0%9F%2013-102-2003,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\99_ОТМЕНЕННЫЕ_И_ЗАМЕНЕННЫЕ\Обследование
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,32,7,13,ГОСТ 3749-77 «Угольники поверочные 90°. Технические условия»,10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\01_ГЕОМЕТРИЧЕСКИЕ_ИЗМЕРЕНИЯ\Шаблоны_и_угольники,https://protect.gost.ru/search.aspx?search=%D0%93%D0%9E%D0%A1%D0%A2%203749-77,1Рабочие материалы\10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\01_ГЕОМЕТРИЧЕСКИЕ_ИЗМЕРЕНИЯ\Шаблоны_и_угольники
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,135,14,3,"ГОСТ 25380-2014 «Здания и сооружения. Метод измерения плотности тепловых потоков, проходящих через ограждающие конструкции»",03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура,https://protect.gost.ru/search.aspx?search=%D0%93%D0%9E%D0%A1%D0%A2%2025380-2014,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,136,14,4,ГОСТ 26254-84 «Здания и сооружения. Методы определения сопротивления теплопередаче ограждающих конструкций»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура,https://protect.gost.ru/search.aspx?search=%D0%93%D0%9E%D0%A1%D0%A2%2026254-84,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,137,14,5,ГОСТ 30494-2011 «Здания жилые и общественные. Параметры микроклимата в помещениях»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура,https://protect.gost.ru/search.aspx?search=%D0%93%D0%9E%D0%A1%D0%A2%2030494-2011,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,139,14,7,ГОСТ Р 8.585-2001 «ГСИ. Термопары. Номинальные статические характеристики преобразования»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура,https://protect.gost.ru/search.aspx?search=%D0%93%D0%9E%D0%A1%D0%A2%20%D0%A0%208.585-2001,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_НЕРАЗРУШАЮЩИЙ_КОНТРОЛЬ\Влажность_и_температура
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,171,17,8,Реестр аккредитованных лиц Росаккредитации,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\06_МЕТРОЛОГИЯ\Контрольные_реестры\Росаккредитация,https://pub.fsa.gov.ru/ral,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\06_МЕТРОЛОГИЯ\Контрольные_реестры\Росаккредитация
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,176,18,6,ФГИС «Аршин»: реестр утверждённых типов средств измерений и результаты поверки,10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\18_СВИДЕТЕЛЬСТВА_ОБ_УТВЕРЖДЕНИИ_ТИПА,https://fgis.gost.ru/fundmetrology/registry,1Рабочие материалы\10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\18_СВИДЕТЕЛЬСТВА_ОБ_УТВЕРЖДЕНИИ_ТИПА
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,193,19,8,РМГ 29-2013 «ГСИ. Метрология. Основные термины и определения»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\06_МЕТРОЛОГИЯ\Терминология,https://protect.gost.ru/search.aspx?search=%D0%A0%D0%9C%D0%93%2029-2013,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\06_МЕТРОЛОГИЯ\Терминология
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,209,22,2,Мастер-комплект документации конкретного средства измерений,10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\17_ПАСПОРТА_ПРИБОРОВ\По_моделям,https://fgis.gost.ru/fundmetrology/registry,1Рабочие материалы\10_МЕТОДЫ_ИЗМЕРЕНИЙ_И_ПРИБОРЫ\17_ПАСПОРТА_ПРИБОРОВ\По_моделям
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,261,24,5,Росстандарт,00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники,https://www.rst.gov.ru/,1Рабочие материалы\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,262,24,6,ФГИС «Аршин» — Федеральный информационный фонд по обеспечению единства измерений,00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники,https://fgis.gost.ru/fundmetrology/,1Рабочие материалы\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,263,24,7,Росаккредитация — реестр аккредитованных лиц,00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники,https://pub.fsa.gov.ru/ral,1Рабочие материалы\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники
Реестр_документов_Этап_3_Обследование_зданий_и_методы_измерений_v1.3.docx,264,24,8,Минстрой России,00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники,https://minstroyrf.gov.ru/,1Рабочие материалы\00_КЛАССИФИКАТОРЫ_И_ПРАВИЛА\15_Правила_актуализации\Контрольные_источники
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,59,6,9,ГОСТ 20276.5-2020 «Грунты. Метод вращательного среза»,04_МЕТОДИКИ_И_РУКОВОДСТВА\05_ПОЛЕВЫЕ_ИСПЫТАНИЯ\СЕРИЯ_ГОСТ_20276,https://protect.gost.ru/gost/details/3075b57b-444a-4f36-9686-8b36b8886fdd7,1Рабочие материалы\04_МЕТОДИКИ_И_РУКОВОДСТВА\05_ПОЛЕВЫЕ_ИСПЫТАНИЯ\СЕРИЯ_ГОСТ_20276
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,255,18,7,ФГИС «Аршин» — сведения об утверждённых типах и поверке средств измерений,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\12_ГЕОТЕХНИЧЕСКИЙ_МОНИТОРИНГ\МЕТРОЛОГИЯ,https://fgis.gost.ru/fundmetrology/cm/results,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\12_ГЕОТЕХНИЧЕСКИЙ_МОНИТОРИНГ\МЕТРОЛОГИЯ
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,346,24,4,Официальный сайт Минстроя России,00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ,https://minstroyrf.gov.ru/,1Рабочие материалы\00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,347,24,5,ФГИС «Аршин»,00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ,https://fgis.gost.ru/fundmetrology/cm/results,1Рабочие материалы\00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,348,24,6,ФГИС Росаккредитации,00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ,https://pub.fsa.gov.ru/,1Рабочие материалы\00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ
Реестр_документов_Этап_4_Основания_грунты_и_фундаменты_v1.3 (1).docx,349,24,7,Федеральная государственная информационная система «Единый фонд геологической информации о недрах» / Росгеолфонд,00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ,https://rfgf.ru/,1Рабочие материалы\00_УПРАВЛЕНИЕ_ПРОЕКТОМ\ИСТОЧНИКИ_И_АКТУАЛИЗАЦИЯ
Реестр_документов_Этап_5_Несущие_строительные_конструкции_v1.4 (1).docx,396,33,5,Минстрой России — реестр требований и официальные документы,04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ,https://minstroyrf.gov.ru/,1Рабочие материалы\04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ
Реестр_документов_Этап_5_Несущие_строительные_конструкции_v1.4 (1).docx,397,33,6,ФГИС «Аршин» — сведения о средствах измерений и поверке,04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ,https://fgis.gost.ru/fundmetrology/cm/results,1Рабочие материалы\04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ
Реестр_документов_Этап_5_Несущие_строительные_конструкции_v1.4 (1).docx,398,33,7,ФГИС Росаккредитации — реестр аккредитованных лиц,04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ,https://pub.fsa.gov.ru/ral,1Рабочие материалы\04_РЕЕСТРЫ\03_РЕЕСТР_ИСТОЧНИКОВ\КОНТРОЛЬНЫЕ_ИСТОЧНИКИ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,29,4,4,СП 31-105-2002 «Проектирование и строительство энергоэффективных одноквартирных жилых домов с деревянным каркасом»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\01_НАРУЖНЫЕ_СТЕНЫ,https://docs.cntd.ru/document/1200029268,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\01_НАРУЖНЫЕ_СТЕНЫ
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,74,6,6,ГОСТ Р 70008-2022 «Панели металлокомпозитные и изделия из них. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\02_ФАСАДЫ\Навесные_вентилируемые,https://docs.cntd.ru/document/1200183256,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\02_ФАСАДЫ\Навесные_вентилируемые
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,97,7,7,ГОСТ 33739-2016 «Системы фасадные теплоизоляционные композиционные с наружными штукатурными слоями. Классификация»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\02_ФАСАДЫ\Контактные_теплоизоляционные,https://docs.cntd.ru/document/1200134034,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\02_ФАСАДЫ\Контактные_теплоизоляционные
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,205,12,14,ГОСТ 538-2014 «Изделия замочные и скобяные. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_ОКНА_И_ДВЕРИ\Оконные_блоки,https://docs.cntd.ru/document/1200114238,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_ОКНА_И_ДВЕРИ\Оконные_блоки
Реестр_документов_Этап_6_Ограждающие_конструкции_v1.5.docx,227,13,10,ГОСТ 538-2014 «Изделия замочные и скобяные. Общие технические условия»,03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_ОКНА_И_ДВЕРИ\Дверные_блоки,https://docs.cntd.ru/document/1200114238,1Рабочие материалы\03_НОРМАТИВНО_ТЕХНИЧЕСКИЕ_ДОКУМЕНТЫ\04_ОКНА_И_ДВЕРИ\Дверные_блоки
